Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
Q8BU88	Mrpl22	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22)	1	0.037	NA	NA	0.037	NA	NA	0
Q8BU85	Msrb3	Methionine-R-sulfoxide reductase B3, mitochondrial (MsrB3) (EC 1.8.4.-)	4	0.31675	0.00842120339777319	0.0265862774988893	0.3165	0.00889560000000001	0.0281061611374408	0.99634108212053
P34914	Ephx2	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	9	0.094	0.0216679486800205	0.230510092340643	0.101	0.00741299999999999	0.0733960396039603	0.00321098949856759
P40336	Vps26a	Vacuolar protein sorting-associated protein 26A (H<beta>58 protein) (H beta 58) (Vesicle protein sorting 26A) (mVPS26)	3	0.169333333333333	0.0400166631958904	0.236318877141085	0.168	0.0563388	0.33535	0.944882417496569
Q8K157	Galm	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	2	0.0685	0.0148492424049175	0.216777261385657	0.0685	0.0155673	0.227259854014598	0
Q5U458	Dnajc11	DnaJ homolog subfamily C member 11	1	0.1	NA	NA	0.1	NA	NA	0
P14094	Atp1b1	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)	4	0.0575	0.00776745346515403	0.13508614722007	0.057	0.0081543	0.143057894736842	0.943943136837593
Q8K0Q5	Arhgap18	Rho GTPase-activating protein 18 (Rho-type GTPase-activating protein 18)	2	0.591	0.535986940139403	0.906915296344167	0.591	0.5619054	0.950770558375635	0
P51885	Lum	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	3	0.0526666666666667	0.00208166599946613	0.0395253037873317	0.052	0.0014826	0.0285115384615385	0.463262874933794
P26043	Rdx	Radixin (ESP10)	3	0.178666666666667	0.0621798466814878	0.348021529933701	0.156	0.037065	0.237596153846154	0.386572779076787
P51881	Slc25a5	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	7	0.0292857142857143	0.00734198623703163	0.250701969069373	0.028	0.0059304	0.2118	0.164784478788229
P26041	Msn	Moesin (Membrane-organizing extension spike protein)	2	0.0895	0.00636396103067892	0.071105709839988	0.0895	0.0066717	0.0745441340782122	0
P26040	Ezr	Ezrin (Cytovillin) (Villin-2) (p81)	2	0.105	0.0381837661840736	0.363654916038796	0.105	0.0400302	0.38124	0
Q3TW96	Uap1l1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)	2	0.0715	0.0502045814642449	0.702161978520907	0.0715	0.0526323	0.736116083916084	0
O09174	Amacr	Alpha-methylacyl-CoA racemase (EC 5.1.99.4) (2-methylacyl-CoA racemase)	4	0.05925	0.0123389626792531	0.208252534670938	0.064	0.0037065	0.0579140625000001	0.0724799457787383
O09172	Gclm	Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	1	0.087	NA	NA	0.087	NA	NA	0
P26039	Tln1	Talin-1	15	0.2432	0.0907502066113351	0.373150520605818	0.209	0.037065	0.177344497607655	0.000279260335417844
Q99PG2	Ogfr	Opioid growth factor receptor (OGFr) (Zeta-type opioid receptor)	1	0.034	NA	NA	0.034	NA	NA	0
Q8BU30	Iars	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)	9	0.142666666666667	0.0471778549745535	0.330685899354347	0.121	0.0429954	0.355333884297521	0.246476364700652
O09167			2	0.085	0.00989949493661166	0.116464646313078	0.085	0.0103782	0.122096470588235	0
O09161	Casq2	Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)	10	0.0565	0.00960613230065971	0.170020040719641	0.0555	0.007413	0.133567567567568	0.863045356157259
Q5U430	Ubr3	E3 ubiquitin-protein ligase UBR3 (EC 6.3.2.-) (N-recognin-3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	1	0.667	NA	NA	0.667	NA	NA	0
Q8BH95	Echs1	Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)	9	0.0255555555555556	0.0101132476375187	0.395735777120297	0.026	0.0088956	0.342138461538462	0.935805501906032
Q9CYZ2	Tpd52l2	Tumor protein D54 (Tumor protein D52-like 2)	2	0.2175	0.0445477272147525	0.204817136619552	0.2175	0.0467019	0.214721379310345	0
Q62077	Plcg1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-gamma-1) (PLC-gamma-1)	1	0.359	NA	NA	0.359	NA	NA	0
P51863	Atp6v0d1	V-type proton ATPase subunit d 1 (V-ATPase subunit d 1) (P39) (Physophilin) (V-ATPase 40 kDa accessory protein) (V-ATPase AC39 subunit) (Vacuolar proton pump subunit d 1)	1	0.146	NA	NA	0.146	NA	NA	0
Q8C5Q4	Grsf1	G-rich sequence factor 1 (GRSF-1)	2	0.32	0.123036579926459	0.384489312270185	0.32	0.1289862	0.403081875	0
Q8BH86			9	0.0464444444444444	0.010063686092967	0.216682236451443	0.046	0.0088956	0.193382608695652	0.918042033175467
P51859	Hdgf	Hepatoma-derived growth factor (HDGF)	2	0.1725	0.0841457069611992	0.487801199775068	0.1725	0.0882147	0.511389565217391	0
Q6P3A8	Bckdhb	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)	4	0.11275	0.123013210672675	1.0910262587377	0.056	0.0111195	0.1985625	0.00645537430102019
Q8R0Y6	Aldh1l1	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)	3	0.122666666666667	0.017156145643277	0.139859882961497	0.12	0.0192738	0.160615	0.742129660497479
P51855	Gss	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	3	0.054	0.0166433169770932	0.308209573649875	0.047	0.007413	0.157723404255319	0.287970739164748
P59325	Eif5	Eukaryotic translation initiation factor 5 (eIF-5)	2	0.26	0.21496046148071	0.82677100569504	0.26	0.2253552	0.866750769230769	0
O09131	Gsto1	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R) (p28)	2	0.085	0.00565685424949237	0.0665512264646162	0.085	0.00593039999999999	0.0697694117647058	0
Q8BH69	Sephs1	Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)	2	0.0705	0.000707106781186538	0.0100298834210857	0.0705	0.00074129999999999	0.0105148936170211	0
Q8BH64	Ehd2	EH domain-containing protein 2	6	0.0528333333333333	0.014260668521029	0.269918016170895	0.051	0.0059304	0.116282352941177	0.0795292881767186
Q9CYW4	Hdhd3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1	0.037	NA	NA	0.037	NA	NA	0
Q8BH61	F13a1	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	4	0.1215	0.0609398610653706	0.501562642513338	0.1445	0.022239	0.153903114186851	0.107142358802903
Q9QZN4	Fbxo6	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	3	0.353666666666667	0.24989264361588	0.70657674914952	0.284	0.2045988	0.720418309859155	0.534289495349965
Q8K0L0	Asb2	Ankyrin repeat and SOCS box protein 2 (ASB-2)	1	2.8	NA	NA	2.8	NA	NA	0
P02089	Hbb-b2	Hemoglobin subunit beta-2 (Beta-2-globin) (Hemoglobin beta-2 chain) (Hemoglobin beta-minor chain)	1	0.016	NA	NA	0.016	NA	NA	0
P02088	Hbb-b1	Hemoglobin subunit beta-1 (Beta-1-globin) (Hemoglobin beta-1 chain) (Hemoglobin beta-major chain)	22	0.0301363636363636	0.0111581507878469	0.370255380592206	0.032	0.0096369	0.301153125	0.624155214848755
Q8BH59	Slc25a12	Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)	10	0.0314	0.0151084965058296	0.481162309102855	0.0295	0.0088956	0.301545762711865	0.0329554644022916
Q8BH58	Tiprl	TIP41-like protein	1	0.018	NA	NA	0.018	NA	NA	0
Q8BH57	Wdr48	WD repeat-containing protein 48 (USP1-associated factor 1)	1	0.129	NA	NA	0.129	NA	NA	0
Q05920			8	0.073875	0.025803861837219	0.349290853972507	0.071	0.0185325	0.261021126760563	0.074048783831916
Q8BTM8	Flna	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	5	0.096	0.0177200451466694	0.184583803611139	0.093	0.0177912	0.191303225806452	0.955821951657949
Q3U7R1	Esyt1	Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein)	1	0.096	NA	NA	0.096	NA	NA	0
Q9JMH6	Txnrd1	Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Thioredoxin reductase TR1)	3	0.098	0.0227156333832011	0.231792177379603	0.088	0.00889559999999999	0.101086363636363	0.252969648965826
P35385	Hspb7	Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp) (Heat shock protein 25 kDa 2) (Protein p19/6.8)	2	1.4445	0.409414826307011	0.283430132438222	1.4445	0.4292127	0.297135825545171	0
Q8BGS2	Bola2	BolA-like protein 2	1	0.127	NA	NA	0.127	NA	NA	0
P04247	Mb	Myoglobin	39	0.0445897435897436	0.0126651572365786	0.284037453839314	0.045	0.00741300000000001	0.164733333333333	0.150192815263961
Q8R164	Bphl	Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein)	5	0.0336	0.0105261578935526	0.313278508736685	0.034	0.0163086	0.479664705882353	0.205857001082567
Q7TNG8	Ldhd	Probable D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.2.4)	2	0.2065	0.125157900270019	0.606091526731326	0.2065	0.1312101	0.6354	0
Q7TNG5	Eml2	Echinoderm microtubule-associated protein-like 2 (EMAP-2)	6	0.0813333333333333	0.0146378504797209	0.179973571471979	0.0765	0.0103782	0.135662745098039	0.467870204085915
Q8BH35	C8b	Complement component C8 beta chain (Complement component 8 subunit beta)	1	1.796	NA	NA	1.796	NA	NA	0
Q9CYT6	Cap2	Adenylyl cyclase-associated protein 2 (CAP 2)	2	0.1095	0.0770746391493337	0.703877983098938	0.1095	0.0808017	0.737915068493151	0
Q5M8N4	Sdr39u1	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	1	0.054	NA	NA	0.054	NA	NA	0
P27773	Pdia3	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	7	0.147571428571429	0.0259027485211971	0.175526853483427	0.137	0.0252042	0.183972262773723	0.312612811895582
Q8BGQ7	Aars	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	2	0.206	0.015556349186104	0.0755162581849711	0.206	0.0163086	0.0791679611650485	0
Q9CZ44	Nsfl1c	NSFL1 cofactor p47 (p97 cofactor p47)	5	0.1456	0.0480967774388264	0.330335009882049	0.15	0.0311346	0.207564	0.285569916488677
Q8R146	Apeh	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase)	9	0.0975555555555556	0.0261348001289043	0.267896584464851	0.102	0.0192738	0.188958823529412	0.321900632385531
Q9CZ42	Carkd	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein)	4	0.04975	0.0130479883506999	0.262271122627133	0.0495	0.014826	0.299515151515152	0.939365733387795
Q9CZ30	Ola1	Obg-like ATPase 1 (GTP-binding protein 9)	2	0.0725	0.0247487373415292	0.34136189436592	0.0725	0.0259455	0.357868965517241	0
Q3TIU4	Pde12	2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)	2	0.175	0.0197989898732233	0.113137084989848	0.175	0.0207564	0.118608	0
Q9JMD3	Stard10	PCTP-like protein (PCTP-L) (START domain-containing protein 10) (StARD10) (Serologically defined colon cancer antigen 28 homolog) (StAR-related lipid transfer protein 10)	2	0.0915	0.0643467170879758	0.703242809704654	0.0915	0.0674583	0.737249180327869	0
Q8R127	Sccpdh	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	3	0.0443333333333333	0.0127017059221718	0.286504644861017	0.037	0	0	0
Q8R123	Flad1	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]	4	0.13675	0.051861192941672	0.379240899025024	0.133	0.0481845	0.362289473684211	0.940962888254215
Q8C5H8	Nadk2	NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)	3	0.0376666666666667	0.00351188458428425	0.0932358739190508	0.038	0.0044478	0.117047368421053	0.842833201535056
Q9JMC3	Dnaja4	DnaJ homolog subfamily A member 4 (MmDjA4)	2	0.146	0.0325269119345812	0.222787068045077	0.146	0.0340998	0.233560273972603	0
Q5SWU9	Acaca	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265) [Includes: Biotin carboxylase (EC 6.3.4.14)]	4	0.334	0.152396412906166	0.456276685347803	0.2805	0.0689409	0.245778609625668	0.178268890720368
Q8K0E8	Fgb	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	1	0.654	NA	NA	0.654	NA	NA	0
Q8BGN2	D3Ertd751e	UPF0462 protein C4orf33 homolog	1	0.099	NA	NA	0.099	NA	NA	0
Q9CZ13	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	23	0.0322608695652174	0.0079098177849622	0.245183031070257	0.032	0.0059304	0.185325	0.688447292778873
Q8R0P4	Aamdc	Mth938 domain-containing protein (LI2)	2	0.0545	0.0275771644662753	0.506003017729823	0.0545	0.0289107	0.530471559633027	0
Q3UDE2	Ttll12	Tubulin--tyrosine ligase-like protein 12	3	0.0976666666666667	0.036909799963334	0.377916040580212	0.104	0.0400302	0.384905769230769	0.715138255619588
Q9CZ04	Cops7a	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (JAB1-containing signalosome subunit 7a)	1	0.163	NA	NA	0.163	NA	NA	0
Q8K0D5	Gfm1	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	5	0.1674	0.0278621607202313	0.166440625568885	0.176	0.0311346	0.176901136363637	0.231661395063326
Q8R105	Vps37c	Vacuolar protein sorting-associated protein 37C (ESCRT-I complex subunit VPS37C)	1	0.174	NA	NA	0.174	NA	NA	0
Q8R104	Sirt3	NAD-dependent protein deacetylase sirtuin-3 (EC 3.5.1.-) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3) (mSIR2L3)	1	0.081	NA	NA	0.081	NA	NA	0
Q9QZF2	Gpc1	Glypican-1 [Cleaved into: Secreted glypican-1]	2	0.5165	0.470226009489054	0.910408537248895	0.5165	0.4929645	0.954432720232333	0
Q61599	Arhgdib	Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (D4) (Rho-GDI beta)	2	0.1455	0.000707106781186548	0.0048598404205261	0.1455	0.000741300000000001	0.00509484536082475	0
Q61598	Gdi2	Rab GDP dissociation inhibitor beta (Rab GDI beta) (GDI-3) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	10	0.1071	0.0241037111020044	0.225057993482767	0.1075	0.0111195	0.103437209302326	0.395907471298219
Q9JMA1	Usp14	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	5	0.1596	0.0850252903552819	0.532739914506779	0.138	0.0845082	0.612378260869565	0.570343675140781
O08677	Kng1	Kininogen-1 [Cleaved into: Kininogen-1 heavy chain; Bradykinin; Kininogen-1 light chain]	7	0.534	0.268565324145418	0.502931318624378	0.529	0.1126776	0.213001134215501	0.474821675031096
Q8K0C9	Gmds	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	1	0.063	NA	NA	0.063	NA	NA	0
Q8R0N6	Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1)	1	0.122	NA	NA	0.122	NA	NA	0
Q9QZE5	Copg1	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	2	0.2385	0.0403050865276332	0.168994073491125	0.2385	0.0422541	0.177166037735849	0
Q61584	Fxr1	Fragile X mental retardation syndrome-related protein 1 (mFxr1p)	1	0.5	NA	NA	0.5	NA	NA	0
Q9QZD9	Eif3i	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)	2	0.3455	0.0954594154601839	0.276293532446263	0.3455	0.1000755	0.289654124457308	0
O08663	Metap2	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)	1	0.136	NA	NA	0.136	NA	NA	0
Q8BGK2	Adprhl1	[Protein ADP-ribosylarginine] hydrolase-like protein 1 (EC 3.2.-.-) (ADP-ribosylhydrolase 2)	5	0.108	0.0143352711868314	0.132733992470662	0.104	0.0207564	0.199580769230769	0.690483215906366
Q61578	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)	3	0.0386666666666667	0.017156145643277	0.443693421808889	0.036	0.0192738	0.535383333333333	0.742129660497482
Q3TVI8	Pbxip1	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	1	1.015	NA	NA	1.015	NA	NA	0
P62082	Rps7	40S ribosomal protein S7	2	0.093	0.0014142135623731	0.015206597444872	0.093	0.0014826	0.015941935483871	0
P62075	Timm13	Mitochondrial import inner membrane translocase subunit Tim13	1	0.068	NA	NA	0.068	NA	NA	0
Q9QZB7	Actr10	Actin-related protein 10 (Actin-related protein 11)	1	0.056	NA	NA	0.056	NA	NA	0
Q99P72	Rtn4	Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein)	2	0.1085	0.0714177848998413	0.658228432256602	0.1085	0.0748713	0.690058064516129	0
Q61554			1	0.004	NA	NA	0.004	NA	NA	0
Q61553	Fscn1	Fascin (Singed-like protein)	3	0.107666666666667	0.0221885856541902	0.206085934868639	0.111	0.0252042	0.227064864864865	0.7508195480927
O08638			18	0.0906666666666667	0.0231643742694276	0.255489422089275	0.088	0.0133434	0.151629545454545	0.497844947195206
Q8BGH2	Samm50	Sorting and assembly machinery component 50 homolog	7	0.0284285714285714	0.0224191669697839	0.788613913509985	0.027	0.0163086	0.604022222222222	0.135240347299064
A2AUC9	Klhl41	Kelch-like protein 41 (Kelch repeat and BTB domain-containing protein 10)	8	0.155375	0.0705588660015775	0.45411981336494	0.124	0.0163086	0.131520967741936	0.00448213280567585
Q61545	Ewsr1	RNA-binding protein EWS	1	0.118	NA	NA	0.118	NA	NA	0
P11352	Gpx1	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase) (Selenium-dependent glutathione peroxidase 1)	4	0.0555	0.0157162336455017	0.283175381000031	0.055	0.0185325	0.336954545454545	0.640914761003678
P09055	Itgb1	Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)	1	0.255	NA	NA	0.255	NA	NA	0
Q9JLZ3	Auh	Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (muAUH)	4	0.031	0.00901849950564579	0.2909193388918	0.031	0.0088956	0.286954838709677	0.893783267249903
P21126	Ubl4a	Ubiquitin-like protein 4A (Ubiquitin-like protein GDX)	1	0.375	NA	NA	0.375	NA	NA	0
Q9CYH2	Fam213a	Redox-regulatory protein FAM213A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM)	2	0.136	0.00424264068711929	0.0311958874052889	0.136	0.0044478	0.0327044117647059	0
P34884	Mif	Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Delayed early response protein 6) (DER6) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)	4	0.05525	0.0289410320018712	0.523819583744275	0.0545	0.0289107	0.530471559633028	0.969751594334549
P09041	Pgk2	Phosphoglycerate kinase 2 (EC 2.7.2.3) (Phosphoglycerate kinase, testis specific)	1	0.068	NA	NA	0.068	NA	NA	0
Q7TMY8	Huwe1	E3 ubiquitin-protein ligase HUWE1 (EC 6.3.2.-) (E3Histone) (HECT, UBA and WWE domain-containing protein 1) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	10	0.2586	0.087944679581352	0.34007996744529	0.2305	0.0437367	0.189747071583514	0.0452293452075046
O08600	Endog	Endonuclease G, mitochondrial (Endo G) (EC 3.1.30.-)	3	0.115666666666667	0.0251462389500564	0.217402642219508	0.107	0.0163086	0.152416822429906	0.421129923128808
Q99P31	Hspbp1	Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-interacting protein 1)	1	0.124	NA	NA	0.124	NA	NA	0
O35381	Anp32a	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A)	4	0.1315	0.0276706824394822	0.210423440604427	0.1395	0.0177912	0.127535483870968	0.359808168447498
P21107	Tpm3	Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3)	2	0.165	0.0791959594928933	0.479975512078141	0.165	0.0830256	0.503185454545454	0
Q8BGD9	Eif4b	Eukaryotic translation initiation factor 4B (eIF-4B)	1	0.144	NA	NA	0.144	NA	NA	0
Q8R0F8	Fahd1	Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1)	2	0.086	0.0240416305603426	0.279553843724914	0.086	0.0252042	0.293072093023256	0
